# ==============================================================================
# CBM Multi-Modal Telemetry Dataset: FAULT_STATOR_INTER_TURN
# Testbed: 3-Phase Induction Motor Test Rig (55 kW, 400V, 4-Pole, 1788 RPM)
# DAQ: NI-9234 24-bit Dynamic Signal Acquisition (12.8 kS/s) + FBG Optical Interrogator
# Sensor Calibration: Accel = 100 mV/g, FBG = 1.2 pm/ue, Current = 20 mV/A, IR = 0.95 eps
# Benchmark Case: Phase U Inter-Turn Short Circuit (5 Turns shunted via external resistor)
# ==============================================================================
timestamp_iso_utc,time_rel_sec,ch1_vib_drive_end_g,ch2_vib_non_drive_end_g,ch3_fbg_strain_microstrain,ch4_ir_housing_temp_c,ch5_phase_u_current_a,ch6_phase_v_current_a,ch7_phase_w_current_a,operational_status
2026-08-28T14:22:00.004Z,0.004219,0.7359,0.4939,143.01,115.80,18.879,-7.112,-7.302,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.004Z,0.004297,0.7573,0.6518,142.61,115.83,18.758,-6.752,-8.072,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.004Z,0.004375,0.5175,0.7306,141.11,115.84,18.538,-6.242,-8.378,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.004Z,0.004453,0.7497,0.7311,142.37,115.77,18.617,-5.867,-8.604,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004531,0.6976,0.4973,142.95,115.85,18.716,-5.685,-8.802,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004609,0.6252,0.4852,140.80,115.78,18.410,-5.189,-9.396,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004687,0.5411,0.5194,141.50,115.72,18.271,-4.777,-9.487,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004766,0.4565,0.4084,141.43,115.77,18.152,-4.327,-9.925,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004844,0.2945,0.4678,142.58,115.76,17.888,-3.911,-10.407,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.004922,0.4367,0.5764,141.13,115.78,17.956,-3.531,-10.332,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005000,0.3295,0.2537,140.93,115.77,17.478,-3.127,-10.878,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005078,0.4429,0.1338,141.83,115.83,17.719,-2.515,-11.044,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005156,0.4651,0.3020,142.40,115.76,17.497,-2.158,-11.390,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005234,0.2105,0.2116,142.58,115.74,17.393,-1.825,-11.813,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005313,0.4499,0.1597,142.59,115.82,17.113,-1.188,-11.967,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005391,0.3014,0.1293,140.94,115.82,16.594,-0.772,-12.286,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.005Z,0.005469,0.2080,0.1781,141.58,115.76,16.432,-0.440,-12.552,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005547,0.1222,0.1575,142.37,115.83,16.262,-0.026,-12.607,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005625,0.2329,0.1846,143.49,115.73,15.939,0.443,-12.832,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005703,0.1589,0.2067,142.70,115.76,15.659,0.783,-13.060,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005781,0.1290,0.1231,142.63,115.84,15.289,1.040,-13.295,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005859,0.1701,-0.0135,142.35,115.85,14.919,1.659,-13.489,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.005938,0.1886,0.1585,142.94,115.78,14.555,2.175,-13.503,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006016,0.1901,0.1068,141.83,115.71,14.079,2.573,-13.773,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006094,-0.0825,0.0006,142.47,115.79,14.130,2.990,-13.755,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006172,0.0863,0.2543,141.94,115.82,13.345,3.343,-13.829,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006250,0.2320,0.0718,141.99,115.84,13.148,4.029,-14.162,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006328,-0.0893,0.1136,142.36,115.82,13.000,4.414,-14.273,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006406,0.2028,0.3222,141.41,115.84,12.368,4.579,-14.505,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.006Z,0.006484,0.1732,0.3005,142.68,115.91,12.071,5.074,-14.375,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006562,0.2654,0.3228,142.43,115.79,11.460,5.529,-14.461,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006641,0.2644,0.2880,141.03,115.78,11.259,5.981,-14.590,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006719,0.1486,0.4680,140.85,115.75,10.902,6.351,-14.576,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006797,0.3342,0.3196,142.58,115.78,10.173,6.856,-14.581,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006875,0.3026,0.2462,142.50,115.77,9.978,7.041,-14.752,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.006953,0.3966,0.1368,142.06,115.73,9.310,7.530,-14.711,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007031,0.2151,0.1950,143.10,115.79,9.105,7.726,-14.553,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007109,0.4911,0.0600,142.34,115.80,8.239,8.273,-14.541,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007188,0.4276,0.1789,142.88,115.84,7.753,8.703,-14.380,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007266,0.5079,0.4625,141.76,115.78,7.126,8.920,-14.457,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007344,0.2802,0.6678,142.44,115.71,6.694,9.283,-14.552,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007422,0.3394,0.4651,143.72,115.72,6.289,9.466,-14.355,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.007Z,0.007500,0.4765,0.5902,141.75,115.75,5.937,9.949,-14.327,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007578,0.5601,0.5268,143.37,115.78,5.244,10.336,-14.339,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007656,0.6983,0.5474,141.81,115.85,4.795,10.691,-14.016,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007734,0.7736,0.6852,141.01,115.89,4.361,10.896,-13.962,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007812,0.8530,0.6415,141.32,115.77,3.719,11.120,-13.880,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007891,0.8412,0.5313,141.81,115.81,3.146,11.506,-13.944,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.007969,1.0580,0.6557,142.21,115.79,2.441,11.638,-13.631,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008047,1.0743,0.6729,142.19,115.79,1.675,11.940,-13.247,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008125,0.7517,0.7442,141.58,115.76,1.669,12.210,-13.217,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008203,1.1917,0.8234,142.81,115.79,0.752,12.473,-12.854,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008281,0.8148,0.9196,142.54,115.72,0.350,12.630,-12.743,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008359,1.2181,1.0006,141.72,115.84,-0.093,12.991,-12.546,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.008Z,0.008438,1.1590,0.8847,143.09,115.75,-0.810,12.908,-12.317,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008516,1.1950,0.9943,142.23,115.84,-1.359,13.199,-12.124,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008594,1.3853,1.1107,142.56,115.76,-2.060,13.519,-11.883,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008672,1.5006,1.1971,141.97,115.79,-2.246,13.433,-11.760,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008750,1.4792,1.0711,142.62,115.75,-2.848,13.661,-11.460,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008828,1.4615,1.1880,142.81,115.79,-3.315,14.179,-10.943,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008906,1.6565,1.1644,142.46,115.76,-4.130,14.168,-10.899,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.008984,1.7417,1.4027,141.54,115.81,-4.591,14.329,-10.519,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009062,1.7090,1.1744,142.13,115.73,-5.038,14.358,-10.222,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009141,1.7444,1.1573,141.22,115.80,-5.549,14.383,-9.869,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009219,2.0193,1.3344,143.53,115.77,-5.757,14.408,-9.640,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009297,1.7703,1.4180,142.85,115.81,-6.590,14.639,-9.295,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009375,1.9143,1.3207,141.50,115.80,-7.259,14.508,-8.914,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.009Z,0.009453,1.9104,1.5040,141.54,115.82,-7.652,14.727,-8.571,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009531,1.7629,1.5090,143.01,115.78,-8.265,14.786,-8.186,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009609,1.7598,1.5557,140.89,115.79,-8.531,14.724,-7.772,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009687,1.8369,1.4279,143.33,115.80,-9.551,14.745,-7.497,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009766,1.8785,1.7459,142.17,115.74,-9.861,14.638,-7.044,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009844,1.8479,1.5228,140.73,115.75,-10.107,14.782,-6.678,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.009922,2.0750,1.6007,142.37,115.77,-10.523,14.654,-6.264,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010000,2.1501,1.6217,141.42,115.79,-11.250,14.819,-5.755,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010078,2.1275,1.7183,142.16,115.82,-11.538,14.625,-5.591,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010156,2.1075,1.8094,141.93,115.78,-11.693,14.583,-4.959,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010234,1.8487,1.7119,141.95,115.85,-11.953,14.682,-4.874,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010313,2.1241,1.5524,141.78,115.82,-12.817,14.340,-4.355,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010391,2.0487,1.4335,142.37,115.76,-12.918,14.300,-3.841,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.010Z,0.010469,2.0808,1.5674,142.57,115.70,-13.533,14.216,-3.581,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010547,2.1062,1.5673,143.14,115.83,-13.629,13.899,-3.183,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010625,2.0407,1.4886,141.82,115.80,-14.434,13.915,-2.572,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010703,1.9095,1.4485,143.07,115.83,-14.640,13.760,-2.137,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010781,1.9372,1.5465,142.09,115.78,-14.780,13.391,-1.865,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010859,1.7400,1.6839,141.83,115.74,-15.434,13.405,-1.211,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.010937,1.7406,1.5748,141.42,115.82,-15.718,13.343,-0.742,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011016,1.7922,1.6446,141.89,115.83,-15.613,13.065,-0.602,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011094,1.8239,1.4788,141.67,115.92,-16.148,12.736,-0.090,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011172,1.7073,1.4879,142.88,115.86,-16.591,12.578,0.238,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011250,1.6808,1.3150,142.30,115.74,-16.486,12.254,0.723,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011328,1.4221,1.2851,142.84,115.75,-16.439,12.264,1.289,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011406,1.5668,1.2505,140.65,115.85,-16.979,12.038,1.553,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.011Z,0.011484,1.6375,1.3244,143.28,115.80,-17.247,11.786,1.987,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011562,1.7015,1.0997,142.64,115.76,-17.561,11.163,2.487,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011641,1.7657,1.2058,142.62,115.79,-17.656,11.111,2.897,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011719,1.4943,0.9005,142.57,115.78,-17.886,10.989,3.191,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011797,1.1414,1.0233,141.07,115.83,-17.978,10.443,3.714,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011875,1.0933,1.1523,143.37,115.74,-18.115,10.206,4.124,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.011953,1.2001,0.7640,143.45,115.77,-18.284,9.899,4.603,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012031,1.0767,0.9076,142.35,115.84,-18.400,9.351,5.008,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012109,1.1878,0.8945,141.27,115.87,-18.393,9.153,5.407,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012188,0.9489,1.0540,141.39,115.78,-18.697,8.944,5.790,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012266,0.9979,0.7660,142.45,115.76,-18.601,8.450,6.302,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012344,1.0597,0.7283,141.53,115.85,-18.679,8.090,6.477,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.012Z,0.012422,1.0284,0.7935,143.12,115.86,-18.751,7.876,6.981,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012500,0.5275,0.9311,142.05,115.79,-18.851,7.358,7.432,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012578,0.8467,0.4602,142.79,115.78,-18.786,6.912,7.764,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012656,0.6575,0.4484,142.27,115.79,-18.762,6.482,7.985,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012734,0.5956,0.4500,142.02,115.84,-18.599,6.166,8.344,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012812,0.5142,0.3251,142.20,115.79,-18.445,6.098,8.539,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012891,0.3809,0.4347,141.67,115.83,-18.507,5.503,9.073,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.012969,0.6386,0.4277,142.40,115.77,-18.285,5.089,9.126,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013047,0.5059,0.3910,143.44,115.86,-17.991,4.452,9.696,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013125,0.4969,0.1775,141.63,115.80,-18.085,4.299,10.185,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013203,0.2683,0.2485,143.19,115.76,-18.111,3.927,10.342,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013281,0.2345,0.0822,141.73,115.90,-18.009,3.121,10.759,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013359,0.1240,-0.1258,141.19,115.81,-17.531,2.945,10.943,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.013Z,0.013437,0.0568,0.0265,142.03,115.83,-17.463,2.689,11.106,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013516,-0.1624,-0.0519,142.54,115.79,-17.386,2.042,11.609,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013594,0.0574,0.0081,142.76,115.83,-17.221,1.522,11.885,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013672,-0.0765,0.0136,140.83,115.77,-16.941,1.173,11.948,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013750,-0.1227,-0.0753,142.65,115.79,-16.565,0.949,12.197,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013828,-0.2668,-0.3088,142.03,115.72,-16.303,0.230,12.654,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013906,-0.0821,0.0663,141.11,115.74,-15.987,-0.049,12.517,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.013984,-0.4405,-0.2162,140.73,115.78,-15.982,-0.498,12.752,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.014063,-0.2850,-0.2561,142.45,115.81,-15.598,-0.812,12.909,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.014141,-0.3053,-0.3163,142.02,115.83,-15.329,-1.262,13.340,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.014219,-0.4413,-0.2249,142.21,115.75,-14.778,-1.973,13.513,FAULT_STATOR_INTER_TURN
2026-08-28T14:22:00.014Z,0.014297,-0.3214,-0.1603,143.46,115.74,-14.744,-2.299,13.700,FAULT_STATOR_INTER_TURN
