time_sec,vibration_accel_g,fbg_strain_microstrain,ir_pyrometer_temp_c,current_phase_u_a,current_phase_v_a,current_phase_w_a,state_label
0.012702,2.6959,209.95,54.00,-15.361,6.614,8.541,Centrifugal Pump Impeller Cavitation
0.013190,-0.3898,212.61,54.00,-14.746,3.952,10.723,Centrifugal Pump Impeller Cavitation
0.013679,1.9788,211.10,54.09,-13.619,1.308,12.432,Centrifugal Pump Impeller Cavitation
0.014167,1.6351,209.89,53.99,-12.217,-1.568,13.901,Centrifugal Pump Impeller Cavitation
0.014656,-1.9822,208.87,53.95,-10.360,-4.320,14.834,Centrifugal Pump Impeller Cavitation
0.015144,2.9945,219.41,54.00,-8.352,-6.896,15.248,Centrifugal Pump Impeller Cavitation
0.015633,2.5440,202.67,54.01,-5.615,-9.297,14.829,Centrifugal Pump Impeller Cavitation
0.016121,-2.2002,208.53,54.02,-3.200,-11.333,14.307,Centrifugal Pump Impeller Cavitation
0.016610,0.3890,219.19,54.03,-0.305,-13.056,13.293,Centrifugal Pump Impeller Cavitation
0.017098,-0.4698,203.11,54.08,2.461,-14.296,11.816,Centrifugal Pump Impeller Cavitation
0.017587,2.4173,203.54,53.98,5.150,-15.063,9.845,Centrifugal Pump Impeller Cavitation
0.018075,-2.7555,216.24,53.97,7.831,-15.339,7.549,Centrifugal Pump Impeller Cavitation
0.018564,6.1891,197.90,53.93,9.897,-15.010,4.916,Centrifugal Pump Impeller Cavitation
0.019052,-0.6858,215.62,54.03,11.765,-14.157,2.206,Centrifugal Pump Impeller Cavitation
0.019541,0.8842,205.84,53.96,13.433,-12.869,-0.625,Centrifugal Pump Impeller Cavitation
0.020029,1.9829,213.49,54.04,14.467,-11.210,-3.248,Centrifugal Pump Impeller Cavitation
0.020518,-0.9327,199.62,53.98,15.430,-9.344,-6.076,Centrifugal Pump Impeller Cavitation
0.021006,-0.8472,220.07,54.07,15.235,-6.568,-8.357,Centrifugal Pump Impeller Cavitation
0.021495,-1.6005,199.65,53.94,14.689,-4.007,-10.593,Centrifugal Pump Impeller Cavitation
0.021983,-2.3385,216.16,54.04,13.688,-1.322,-12.431,Centrifugal Pump Impeller Cavitation
0.022472,-0.2984,200.01,54.04,12.203,1.619,-13.885,Centrifugal Pump Impeller Cavitation
0.022960,-1.0677,225.37,54.02,10.467,4.078,-14.881,Centrifugal Pump Impeller Cavitation
0.023449,-1.7707,209.39,53.96,8.402,6.970,-15.236,Centrifugal Pump Impeller Cavitation
0.023937,-1.6880,226.58,54.02,6.070,9.062,-15.118,Centrifugal Pump Impeller Cavitation
0.024426,0.1459,203.04,54.01,3.376,11.249,-14.725,Centrifugal Pump Impeller Cavitation
0.024915,-2.3346,206.24,53.93,0.513,12.784,-13.421,Centrifugal Pump Impeller Cavitation
0.025403,-1.3437,220.29,54.06,-2.333,14.164,-11.769,Centrifugal Pump Impeller Cavitation
0.025892,0.7259,197.88,53.99,-4.986,14.972,-9.864,Centrifugal Pump Impeller Cavitation
0.026380,-0.4319,204.06,54.06,-7.608,15.184,-7.693,Centrifugal Pump Impeller Cavitation
0.026869,-2.7440,214.21,54.00,-9.672,15.024,-5.104,Centrifugal Pump Impeller Cavitation
0.027357,-0.8684,201.34,54.04,-11.817,14.209,-2.456,Centrifugal Pump Impeller Cavitation
0.027846,-0.0026,214.44,53.97,-13.362,12.913,0.404,Centrifugal Pump Impeller Cavitation
0.028334,1.0343,211.45,54.01,-14.679,11.236,3.319,Centrifugal Pump Impeller Cavitation
0.028823,-2.0570,197.13,54.01,-15.092,9.320,5.931,Centrifugal Pump Impeller Cavitation
0.029311,-1.6478,218.23,53.99,-15.094,6.807,8.358,Centrifugal Pump Impeller Cavitation
0.029800,-1.8335,199.27,53.97,-14.876,4.364,10.447,Centrifugal Pump Impeller Cavitation
0.030288,-1.6790,216.56,53.88,-13.937,1.652,12.407,Centrifugal Pump Impeller Cavitation
0.030777,0.2814,211.09,53.97,-12.406,-1.433,13.582,Centrifugal Pump Impeller Cavitation
0.031265,0.6956,206.13,54.03,-10.834,-3.905,14.679,Centrifugal Pump Impeller Cavitation
0.031754,1.5935,200.60,53.94,-8.420,-6.429,15.219,Centrifugal Pump Impeller Cavitation
0.032242,-0.3834,212.80,53.95,-6.130,-9.002,15.178,Centrifugal Pump Impeller Cavitation
0.032731,-2.6683,202.58,53.94,-3.462,-11.054,14.604,Centrifugal Pump Impeller Cavitation
0.033219,1.1482,220.27,54.01,-0.765,-12.721,13.507,Centrifugal Pump Impeller Cavitation
0.033708,0.3119,220.58,53.96,2.177,-14.130,11.943,Centrifugal Pump Impeller Cavitation
0.034196,0.2154,223.96,54.05,5.105,-14.884,10.097,Centrifugal Pump Impeller Cavitation
0.034685,-2.1215,212.39,54.03,7.492,-15.330,7.689,Centrifugal Pump Impeller Cavitation
0.035173,-0.0843,206.56,54.01,9.632,-14.967,5.178,Centrifugal Pump Impeller Cavitation
0.035662,-1.8030,207.48,54.01,11.808,-14.206,2.568,Centrifugal Pump Impeller Cavitation
0.036150,1.2876,206.85,53.97,13.243,-12.998,-0.208,Centrifugal Pump Impeller Cavitation
0.036639,-0.2828,212.11,53.97,14.544,-11.295,-3.187,Centrifugal Pump Impeller Cavitation
0.037128,-0.3773,213.71,54.03,15.131,-9.445,-5.637,Centrifugal Pump Impeller Cavitation
0.037616,-2.1469,220.47,54.04,14.891,-7.070,-8.091,Centrifugal Pump Impeller Cavitation
0.038105,2.5258,210.17,54.03,14.707,-4.240,-10.385,Centrifugal Pump Impeller Cavitation
0.038593,0.2629,198.07,53.98,14.022,-1.707,-11.999,Centrifugal Pump Impeller Cavitation
0.039082,0.9302,206.54,53.98,12.592,1.123,-13.749,Centrifugal Pump Impeller Cavitation
0.039570,-0.5115,223.22,53.96,10.699,3.854,-14.698,Centrifugal Pump Impeller Cavitation
0.040059,-2.1267,196.77,54.03,8.597,6.406,-15.188,Centrifugal Pump Impeller Cavitation
0.040547,-0.0876,216.28,53.92,6.036,9.058,-15.129,Centrifugal Pump Impeller Cavitation
0.041036,0.2182,206.68,53.91,3.573,10.949,-14.617,Centrifugal Pump Impeller Cavitation
0.041524,1.4242,202.49,53.92,1.037,12.624,-13.693,Centrifugal Pump Impeller Cavitation
0.042013,0.2609,213.36,53.91,-1.897,13.995,-12.118,Centrifugal Pump Impeller Cavitation
0.042501,-0.3979,223.27,54.05,-4.485,14.669,-10.175,Centrifugal Pump Impeller Cavitation
0.042990,-1.8231,212.89,54.03,-7.183,15.130,-7.801,Centrifugal Pump Impeller Cavitation
0.043478,0.9504,207.77,53.95,-9.490,14.911,-5.195,Centrifugal Pump Impeller Cavitation
0.043967,-0.5974,198.98,54.00,-11.392,14.374,-2.589,Centrifugal Pump Impeller Cavitation
0.044455,3.1800,209.16,54.06,-13.157,13.065,-0.015,Centrifugal Pump Impeller Cavitation
0.044944,1.0322,198.68,54.02,-14.372,11.597,2.775,Centrifugal Pump Impeller Cavitation
0.045432,1.7268,207.37,54.08,-14.923,9.636,5.515,Centrifugal Pump Impeller Cavitation
0.045921,0.2143,209.46,54.00,-15.046,7.240,8.209,Centrifugal Pump Impeller Cavitation
0.046409,0.9659,189.94,53.97,-14.891,4.564,10.241,Centrifugal Pump Impeller Cavitation
0.046898,-1.0632,221.80,53.96,-14.064,1.868,12.006,Centrifugal Pump Impeller Cavitation
0.047386,-1.6487,199.47,54.00,-12.654,-1.093,13.558,Centrifugal Pump Impeller Cavitation
0.047875,0.4274,208.42,54.04,-10.833,-3.716,14.694,Centrifugal Pump Impeller Cavitation
0.048363,1.3515,214.54,54.00,-8.714,-6.426,15.203,Centrifugal Pump Impeller Cavitation
0.048852,-3.2557,221.12,53.99,-6.517,-8.693,15.117,Centrifugal Pump Impeller Cavitation
0.049340,-0.7317,203.27,54.05,-3.549,-10.631,14.697,Centrifugal Pump Impeller Cavitation
0.049829,3.4011,188.67,54.02,-1.043,-12.597,13.398,Centrifugal Pump Impeller Cavitation
0.050318,0.8656,219.17,54.00,1.789,-14.176,12.172,Centrifugal Pump Impeller Cavitation
0.050806,2.6886,199.38,53.97,4.458,-14.871,10.372,Centrifugal Pump Impeller Cavitation
0.051295,-1.3020,213.06,53.99,7.397,-15.178,7.980,Centrifugal Pump Impeller Cavitation
0.051783,-1.0652,213.58,54.02,9.490,-15.024,5.484,Centrifugal Pump Impeller Cavitation
0.052272,1.4210,182.36,53.97,11.398,-14.439,2.696,Centrifugal Pump Impeller Cavitation
0.052760,0.7277,196.27,53.95,13.199,-13.189,0.260,Centrifugal Pump Impeller Cavitation
0.053249,-0.6368,206.08,53.98,14.376,-11.739,-2.756,Centrifugal Pump Impeller Cavitation
0.053737,-2.8078,188.03,54.00,14.982,-9.717,-5.354,Centrifugal Pump Impeller Cavitation
0.054226,1.4832,198.63,54.05,15.280,-7.241,-7.831,Centrifugal Pump Impeller Cavitation
0.054714,3.8605,211.04,53.95,14.795,-4.842,-9.985,Centrifugal Pump Impeller Cavitation
0.055203,-3.5406,209.25,54.01,14.006,-1.962,-12.055,Centrifugal Pump Impeller Cavitation
0.055691,1.7678,212.57,53.99,12.557,0.640,-13.589,Centrifugal Pump Impeller Cavitation
0.056180,-1.6427,213.82,53.99,10.896,3.721,-14.555,Centrifugal Pump Impeller Cavitation
0.056668,-1.4343,195.70,54.06,9.108,6.113,-14.989,Centrifugal Pump Impeller Cavitation
0.057157,-0.3761,199.08,54.00,6.687,8.606,-15.168,Centrifugal Pump Impeller Cavitation
0.057645,-3.0516,216.47,53.96,3.905,10.807,-14.768,Centrifugal Pump Impeller Cavitation
0.058134,-0.9613,222.96,54.04,1.308,12.499,-13.851,Centrifugal Pump Impeller Cavitation
0.058622,-3.8001,201.78,54.03,-1.669,13.926,-12.381,Centrifugal Pump Impeller Cavitation
0.059111,-0.0407,212.20,53.96,-4.416,14.856,-10.320,Centrifugal Pump Impeller Cavitation
0.059599,3.1327,216.86,53.95,-6.977,15.280,-8.233,Centrifugal Pump Impeller Cavitation
0.060088,-2.0220,212.02,54.02,-9.349,15.135,-5.780,Centrifugal Pump Impeller Cavitation
0.060576,-1.1502,207.89,54.00,-11.397,14.401,-3.115,Centrifugal Pump Impeller Cavitation
0.061065,-1.0300,204.55,53.98,-12.915,13.279,-0.256,Centrifugal Pump Impeller Cavitation
0.061553,0.9990,226.87,54.04,-14.228,11.954,2.499,Centrifugal Pump Impeller Cavitation
0.062042,-0.0019,210.82,53.98,-14.903,9.844,5.198,Centrifugal Pump Impeller Cavitation
0.062531,0.9756,213.31,54.02,-15.096,7.356,7.886,Centrifugal Pump Impeller Cavitation
0.063019,-1.5356,212.76,54.05,-14.871,4.906,10.168,Centrifugal Pump Impeller Cavitation
0.063508,0.2178,203.09,53.99,-14.214,2.144,11.778,Centrifugal Pump Impeller Cavitation
0.063996,-6.5581,210.43,53.93,-12.981,-0.628,13.493,Centrifugal Pump Impeller Cavitation
0.064485,0.7760,207.26,53.98,-11.126,-3.508,14.448,Centrifugal Pump Impeller Cavitation
0.064973,-2.5432,207.11,54.01,-9.076,-6.083,15.075,Centrifugal Pump Impeller Cavitation
0.065462,-0.8637,212.69,54.04,-6.661,-8.312,15.194,Centrifugal Pump Impeller Cavitation
0.065950,1.1469,202.22,53.98,-4.058,-10.600,14.693,Centrifugal Pump Impeller Cavitation
0.066439,-2.8785,199.76,54.07,-1.046,-12.712,13.790,Centrifugal Pump Impeller Cavitation
0.066927,1.9295,214.27,53.95,1.358,-13.724,12.422,Centrifugal Pump Impeller Cavitation
0.067416,-0.1729,205.48,54.01,4.037,-14.651,10.554,Centrifugal Pump Impeller Cavitation
0.067904,2.7483,207.07,53.99,6.870,-15.211,8.273,Centrifugal Pump Impeller Cavitation
0.068393,-1.4117,193.61,54.05,9.170,-15.006,5.807,Centrifugal Pump Impeller Cavitation
0.068881,-2.9706,218.19,53.94,11.298,-14.555,3.059,Centrifugal Pump Impeller Cavitation
0.069370,0.3168,214.45,54.02,13.003,-13.419,0.342,Centrifugal Pump Impeller Cavitation
0.069858,1.4991,216.02,53.99,14.313,-11.673,-2.166,Centrifugal Pump Impeller Cavitation
0.070347,1.7198,213.29,54.06,14.794,-9.900,-5.151,Centrifugal Pump Impeller Cavitation
0.070835,-1.4663,197.11,53.97,15.144,-7.777,-7.729,Centrifugal Pump Impeller Cavitation
0.071324,-2.2861,211.95,54.02,14.984,-5.056,-9.859,Centrifugal Pump Impeller Cavitation
0.071812,0.1313,204.82,53.97,14.253,-2.347,-11.848,Centrifugal Pump Impeller Cavitation
0.072301,1.6726,201.82,54.01,13.152,0.571,-13.403,Centrifugal Pump Impeller Cavitation
0.072789,1.6247,214.25,53.99,11.347,3.227,-14.336,Centrifugal Pump Impeller Cavitation
0.073278,3.6528,224.10,53.98,9.183,5.849,-15.025,Centrifugal Pump Impeller Cavitation
0.073766,0.1806,222.69,53.92,6.727,8.462,-15.227,Centrifugal Pump Impeller Cavitation
0.074255,-2.4453,215.29,54.02,4.157,10.553,-14.797,Centrifugal Pump Impeller Cavitation
0.074744,3.0449,209.74,53.96,1.408,12.293,-13.886,Centrifugal Pump Impeller Cavitation
0.075232,1.2502,208.17,53.96,-1.262,13.893,-12.362,Centrifugal Pump Impeller Cavitation
0.075721,1.4072,202.31,53.94,-4.053,14.739,-10.672,Centrifugal Pump Impeller Cavitation
0.076209,2.2729,207.71,53.96,-6.823,15.165,-8.653,Centrifugal Pump Impeller Cavitation
0.076698,3.1522,217.72,54.02,-9.121,15.115,-6.025,Centrifugal Pump Impeller Cavitation
0.077186,0.8143,225.50,54.02,-11.069,14.412,-3.516,Centrifugal Pump Impeller Cavitation
0.077675,2.9444,203.06,54.03,-12.823,13.396,-0.372,Centrifugal Pump Impeller Cavitation
0.078163,1.7845,193.04,53.96,-14.068,11.925,2.104,Centrifugal Pump Impeller Cavitation
0.078652,-0.4319,205.49,54.01,-14.876,9.977,4.901,Centrifugal Pump Impeller Cavitation
0.079140,0.2794,217.68,53.98,-15.037,7.858,7.494,Centrifugal Pump Impeller Cavitation
0.079629,1.7547,227.61,54.04,-14.946,5.225,9.738,Centrifugal Pump Impeller Cavitation
0.080117,-0.6914,221.14,54.02,-14.273,2.586,11.705,Centrifugal Pump Impeller Cavitation
0.080606,2.1152,220.92,53.97,-13.109,-0.287,13.347,Centrifugal Pump Impeller Cavitation
0.081094,0.7350,202.78,54.04,-11.335,-2.960,14.579,Centrifugal Pump Impeller Cavitation
0.081583,1.0641,203.02,54.02,-9.563,-5.701,15.136,Centrifugal Pump Impeller Cavitation
0.082071,2.8939,198.75,53.94,-6.980,-8.219,15.330,Centrifugal Pump Impeller Cavitation
0.082560,0.8641,204.34,53.93,-4.390,-10.424,14.688,Centrifugal Pump Impeller Cavitation
0.083048,0.2702,217.77,53.95,-1.766,-12.368,13.934,Centrifugal Pump Impeller Cavitation
0.083537,-0.0888,223.81,54.07,1.072,-13.657,12.558,Centrifugal Pump Impeller Cavitation
0.084025,-0.2648,212.94,53.96,4.002,-14.683,10.793,Centrifugal Pump Impeller Cavitation
0.084514,0.4577,207.83,54.08,6.567,-15.203,8.747,Centrifugal Pump Impeller Cavitation
0.085002,2.2683,200.93,53.96,8.956,-15.005,6.148,Centrifugal Pump Impeller Cavitation
0.085491,-1.3665,209.04,53.95,11.075,-14.691,3.481,Centrifugal Pump Impeller Cavitation
0.085979,-1.5802,211.73,54.04,12.780,-13.567,0.807,Centrifugal Pump Impeller Cavitation
0.086468,1.8957,197.56,54.04,14.188,-11.922,-2.217,Centrifugal Pump Impeller Cavitation
0.086957,-1.5075,217.83,54.02,14.894,-10.088,-4.787,Centrifugal Pump Impeller Cavitation
0.087445,-0.1665,206.40,54.03,15.051,-7.876,-7.339,Centrifugal Pump Impeller Cavitation
0.087934,-1.6831,217.32,53.97,15.160,-5.332,-9.733,Centrifugal Pump Impeller Cavitation
0.088422,-3.6981,209.91,54.03,14.328,-2.643,-11.524,Centrifugal Pump Impeller Cavitation
0.088911,-0.3698,212.53,54.01,13.042,-0.027,-13.332,Centrifugal Pump Impeller Cavitation
0.089399,1.2353,204.03,53.99,11.343,2.871,-14.387,Centrifugal Pump Impeller Cavitation
0.089888,-0.9228,207.07,54.00,9.487,5.750,-15.007,Centrifugal Pump Impeller Cavitation
0.090376,-3.5103,215.46,54.04,7.095,8.017,-15.054,Centrifugal Pump Impeller Cavitation
0.090865,-0.6722,208.88,54.02,4.683,10.272,-14.831,Centrifugal Pump Impeller Cavitation
0.091353,-2.2471,200.61,53.91,1.757,12.122,-13.874,Centrifugal Pump Impeller Cavitation
0.091842,-5.6121,210.95,54.04,-1.086,13.627,-12.564,Centrifugal Pump Impeller Cavitation
0.092330,-1.0456,213.28,54.03,-3.673,14.577,-10.860,Centrifugal Pump Impeller Cavitation
0.092819,0.0364,221.67,53.98,-6.304,15.188,-8.852,Centrifugal Pump Impeller Cavitation
0.093307,1.2364,219.80,54.00,-8.796,15.151,-6.462,Centrifugal Pump Impeller Cavitation
0.093796,2.2983,209.45,54.00,-10.864,14.689,-3.669,Centrifugal Pump Impeller Cavitation
0.094284,0.3342,205.35,53.92,-12.685,13.493,-0.971,Centrifugal Pump Impeller Cavitation
0.094773,0.8765,208.06,53.98,-13.978,12.090,1.969,Centrifugal Pump Impeller Cavitation
0.095261,-3.0758,205.55,53.99,-14.731,10.218,4.682,Centrifugal Pump Impeller Cavitation
0.095750,2.2025,214.30,53.99,-15.130,8.056,7.164,Centrifugal Pump Impeller Cavitation
0.096238,1.6171,218.85,53.98,-15.040,5.430,9.398,Centrifugal Pump Impeller Cavitation
0.096727,-1.2667,220.54,54.03,-14.210,2.913,11.575,Centrifugal Pump Impeller Cavitation
0.097215,0.6844,206.50,53.97,-13.419,0.158,13.042,Centrifugal Pump Impeller Cavitation
0.097704,0.5712,205.65,54.04,-11.369,-2.844,14.244,Centrifugal Pump Impeller Cavitation
0.098192,2.2435,206.43,54.02,-9.745,-5.486,14.913,Centrifugal Pump Impeller Cavitation
0.098681,-0.5997,193.58,54.05,-7.313,-7.997,15.181,Centrifugal Pump Impeller Cavitation
0.099170,-1.5929,199.78,54.07,-4.686,-9.920,14.981,Centrifugal Pump Impeller Cavitation
0.099658,-1.0517,209.71,54.07,-1.969,-12.120,14.031,Centrifugal Pump Impeller Cavitation
0.100147,1.5260,213.22,53.95,0.940,-13.395,12.679,Centrifugal Pump Impeller Cavitation
0.100635,-3.4618,214.17,54.01,3.499,-14.717,10.833,Centrifugal Pump Impeller Cavitation
0.101124,-5.3186,203.37,53.97,6.274,-15.223,8.932,Centrifugal Pump Impeller Cavitation
0.101612,1.7674,205.83,54.13,8.622,-15.215,6.389,Centrifugal Pump Impeller Cavitation
0.102101,0.7327,207.71,54.02,10.847,-14.741,3.850,Centrifugal Pump Impeller Cavitation
0.102589,0.3495,206.76,54.06,12.584,-13.697,1.045,Centrifugal Pump Impeller Cavitation
0.103078,-1.9580,215.85,54.02,13.946,-12.293,-1.631,Centrifugal Pump Impeller Cavitation
0.103566,-2.6135,198.88,53.89,14.757,-10.443,-4.467,Centrifugal Pump Impeller Cavitation
0.104055,-0.6094,200.23,53.97,15.135,-8.033,-7.044,Centrifugal Pump Impeller Cavitation
0.104543,1.2479,207.46,53.97,15.076,-5.539,-9.337,Centrifugal Pump Impeller Cavitation
0.105032,-0.3985,198.39,53.98,14.493,-2.887,-11.206,Centrifugal Pump Impeller Cavitation
0.105520,2.3296,193.85,54.01,13.204,-0.150,-12.972,Centrifugal Pump Impeller Cavitation
0.106009,-0.9603,197.31,54.02,11.593,2.594,-14.273,Centrifugal Pump Impeller Cavitation
0.106497,-0.1365,207.94,53.89,9.762,5.234,-14.984,Centrifugal Pump Impeller Cavitation
0.106986,2.0987,215.36,53.99,7.390,7.709,-15.251,Centrifugal Pump Impeller Cavitation
0.107474,0.1822,215.54,53.98,4.920,10.097,-14.993,Centrifugal Pump Impeller Cavitation
0.107963,0.2918,223.50,54.06,2.025,11.860,-14.149,Centrifugal Pump Impeller Cavitation
0.108451,-0.2641,210.86,54.02,-0.854,13.389,-12.890,Centrifugal Pump Impeller Cavitation
0.108940,-0.5923,212.01,53.99,-3.499,14.659,-11.033,Centrifugal Pump Impeller Cavitation
0.109428,1.5354,207.87,54.01,-6.175,15.297,-9.116,Centrifugal Pump Impeller Cavitation
0.109917,1.7591,208.28,53.93,-8.553,15.198,-6.481,Centrifugal Pump Impeller Cavitation
0.110405,1.2805,227.68,54.03,-10.766,14.809,-3.921,Centrifugal Pump Impeller Cavitation
0.110894,-0.2617,212.22,53.98,-12.424,13.716,-1.241,Centrifugal Pump Impeller Cavitation
0.111383,0.4536,212.96,53.97,-13.900,12.185,1.553,Centrifugal Pump Impeller Cavitation
0.111871,3.6509,200.27,54.05,-14.760,10.541,4.239,Centrifugal Pump Impeller Cavitation
0.112360,-1.8243,213.49,54.01,-15.163,8.343,6.920,Centrifugal Pump Impeller Cavitation
0.112848,4.0776,215.60,53.97,-15.050,5.819,9.366,Centrifugal Pump Impeller Cavitation
0.113337,0.8061,219.44,53.98,-14.453,3.118,11.238,Centrifugal Pump Impeller Cavitation
0.113825,0.2407,215.36,54.01,-13.291,0.462,12.824,Centrifugal Pump Impeller Cavitation
0.114314,2.2147,208.92,54.01,-11.863,-2.522,14.277,Centrifugal Pump Impeller Cavitation
0.114802,-3.2930,208.56,54.00,-9.686,-5.208,14.989,Centrifugal Pump Impeller Cavitation
0.115291,2.8386,209.39,53.95,-7.560,-7.765,15.088,Centrifugal Pump Impeller Cavitation
0.115779,3.6208,210.91,53.96,-5.122,-9.930,14.856,Centrifugal Pump Impeller Cavitation
0.116268,2.1559,220.78,53.97,-2.259,-11.985,14.068,Centrifugal Pump Impeller Cavitation
0.116756,-3.6676,219.12,53.99,0.428,-13.481,12.827,Centrifugal Pump Impeller Cavitation
0.117245,1.4100,216.40,54.00,3.353,-14.566,11.177,Centrifugal Pump Impeller Cavitation
0.117733,2.9150,227.25,53.99,6.169,-15.114,9.113,Centrifugal Pump Impeller Cavitation
0.118222,2.6473,187.42,54.00,8.331,-15.319,6.696,Centrifugal Pump Impeller Cavitation
0.118710,-2.7450,206.09,54.08,10.619,-14.731,4.077,Centrifugal Pump Impeller Cavitation
0.119199,1.5399,209.90,54.03,12.229,-13.685,1.383,Centrifugal Pump Impeller Cavitation
0.119687,2.8659,204.29,54.05,13.849,-12.400,-1.373,Centrifugal Pump Impeller Cavitation
0.120176,-0.3867,202.10,54.02,14.647,-10.443,-4.170,Centrifugal Pump Impeller Cavitation
0.120664,-3.1245,195.40,54.00,15.107,-8.289,-6.631,Centrifugal Pump Impeller Cavitation
0.121153,0.9163,207.35,54.02,14.980,-5.885,-9.076,Centrifugal Pump Impeller Cavitation
0.121641,1.2609,217.60,54.01,14.573,-3.294,-11.358,Centrifugal Pump Impeller Cavitation
0.122130,-0.9421,216.58,54.03,13.521,-0.526,-12.839,Centrifugal Pump Impeller Cavitation
0.122618,-2.8846,203.61,53.96,11.888,2.339,-14.088,Centrifugal Pump Impeller Cavitation
0.123107,0.9826,211.87,54.03,9.863,4.937,-14.970,Centrifugal Pump Impeller Cavitation
0.123596,-2.2056,221.54,54.01,7.836,7.334,-15.349,Centrifugal Pump Impeller Cavitation
0.124084,-0.1366,197.08,53.93,5.070,9.863,-14.958,Centrifugal Pump Impeller Cavitation
0.124573,1.9299,208.65,54.00,2.223,11.661,-14.213,Centrifugal Pump Impeller Cavitation
0.125061,-3.8763,212.44,53.95,-0.304,13.239,-13.097,Centrifugal Pump Impeller Cavitation
0.125550,0.7353,210.09,53.98,-3.237,14.445,-11.464,Centrifugal Pump Impeller Cavitation
0.126038,-1.2712,217.23,53.99,-5.699,15.058,-9.278,Centrifugal Pump Impeller Cavitation
0.126527,-1.2177,197.27,53.94,-8.311,15.038,-6.930,Centrifugal Pump Impeller Cavitation
0.127015,0.0475,201.45,54.00,-10.408,14.795,-4.352,Centrifugal Pump Impeller Cavitation
0.127504,-2.2451,215.80,54.00,-12.169,13.974,-1.576,Centrifugal Pump Impeller Cavitation
0.127992,-2.9429,195.53,54.03,-13.855,12.394,1.117,Centrifugal Pump Impeller Cavitation
0.128481,-4.0037,216.90,53.98,-14.751,10.841,3.937,Centrifugal Pump Impeller Cavitation
0.128969,1.4674,213.82,54.01,-15.165,8.402,6.653,Centrifugal Pump Impeller Cavitation
0.129458,-1.3702,216.31,54.00,-14.955,6.324,8.961,Centrifugal Pump Impeller Cavitation
0.129946,0.3792,206.01,53.98,-14.614,3.420,10.920,Centrifugal Pump Impeller Cavitation
0.130435,-1.4599,214.33,53.93,-13.555,0.706,12.757,Centrifugal Pump Impeller Cavitation
0.130923,-2.6132,200.04,54.00,-11.939,-2.290,13.981,Centrifugal Pump Impeller Cavitation
0.131412,0.7213,206.48,54.03,-10.130,-4.828,14.921,Centrifugal Pump Impeller Cavitation
0.131900,0.2104,210.31,53.96,-7.803,-7.357,15.230,Centrifugal Pump Impeller Cavitation
