time_sec,vibration_accel_g,fbg_strain_microstrain,ir_pyrometer_temp_c,current_phase_u_a,current_phase_v_a,current_phase_w_a,state_label
0.037128,0.5717,183.55,68.15,15.131,-9.445,-5.637,Bearing Inner Race Defect (BPFI 148 Hz)
0.037616,0.5557,184.75,68.19,14.891,-7.070,-8.091,Bearing Inner Race Defect (BPFI 148 Hz)
0.038105,0.6368,188.64,68.24,14.707,-4.240,-10.385,Bearing Inner Race Defect (BPFI 148 Hz)
0.038593,1.1512,184.88,68.15,14.022,-1.707,-11.999,Bearing Inner Race Defect (BPFI 148 Hz)
0.039082,0.5325,186.67,68.13,12.592,1.123,-13.749,Bearing Inner Race Defect (BPFI 148 Hz)
0.039570,0.8023,186.45,68.21,10.699,3.854,-14.698,Bearing Inner Race Defect (BPFI 148 Hz)
0.040059,1.3937,182.78,68.12,8.597,6.406,-15.188,Bearing Inner Race Defect (BPFI 148 Hz)
0.040547,1.1235,185.47,68.14,6.036,9.058,-15.129,Bearing Inner Race Defect (BPFI 148 Hz)
0.041036,1.1320,185.22,68.25,3.573,10.949,-14.617,Bearing Inner Race Defect (BPFI 148 Hz)
0.041524,-2.5496,284.49,68.20,1.037,12.624,-13.693,Bearing Inner Race Defect (BPFI 148 Hz)
0.042013,2.0534,282.87,68.27,-1.897,13.995,-12.118,Bearing Inner Race Defect (BPFI 148 Hz)
0.042501,5.4162,282.32,68.15,-4.485,14.669,-10.175,Bearing Inner Race Defect (BPFI 148 Hz)
0.042990,1.7306,283.29,68.20,-7.183,15.130,-7.801,Bearing Inner Race Defect (BPFI 148 Hz)
0.043478,0.7712,184.85,68.23,-9.490,14.911,-5.195,Bearing Inner Race Defect (BPFI 148 Hz)
0.043967,1.3362,186.78,68.15,-11.392,14.374,-2.589,Bearing Inner Race Defect (BPFI 148 Hz)
0.044455,1.1245,187.73,68.26,-13.157,13.065,-0.015,Bearing Inner Race Defect (BPFI 148 Hz)
0.044944,1.2124,187.09,68.23,-14.372,11.597,2.775,Bearing Inner Race Defect (BPFI 148 Hz)
0.045432,1.1771,186.29,68.13,-14.923,9.636,5.515,Bearing Inner Race Defect (BPFI 148 Hz)
0.045921,0.7056,183.49,68.21,-15.046,7.240,8.209,Bearing Inner Race Defect (BPFI 148 Hz)
0.046409,0.5016,184.39,68.23,-14.891,4.564,10.241,Bearing Inner Race Defect (BPFI 148 Hz)
0.046898,0.6472,185.31,68.18,-14.064,1.868,12.006,Bearing Inner Race Defect (BPFI 148 Hz)
0.047386,0.3588,184.05,68.14,-12.654,-1.093,13.558,Bearing Inner Race Defect (BPFI 148 Hz)
0.047875,0.5303,185.87,68.22,-10.833,-3.716,14.694,Bearing Inner Race Defect (BPFI 148 Hz)
0.048363,-1.7634,285.08,68.32,-8.714,-6.426,15.203,Bearing Inner Race Defect (BPFI 148 Hz)
0.048852,3.5389,284.80,68.19,-6.517,-8.693,15.117,Bearing Inner Race Defect (BPFI 148 Hz)
0.049340,3.8610,285.54,68.29,-3.549,-10.631,14.697,Bearing Inner Race Defect (BPFI 148 Hz)
0.049829,0.0807,183.64,68.17,-1.043,-12.597,13.398,Bearing Inner Race Defect (BPFI 148 Hz)
0.050318,0.2044,186.40,68.22,1.789,-14.176,12.172,Bearing Inner Race Defect (BPFI 148 Hz)
0.050806,-0.2637,183.96,68.25,4.458,-14.871,10.372,Bearing Inner Race Defect (BPFI 148 Hz)
0.051295,-0.7456,183.59,68.21,7.397,-15.178,7.980,Bearing Inner Race Defect (BPFI 148 Hz)
0.051783,-0.1768,185.80,68.20,9.490,-15.024,5.484,Bearing Inner Race Defect (BPFI 148 Hz)
0.052272,-0.1431,186.82,68.25,11.398,-14.439,2.696,Bearing Inner Race Defect (BPFI 148 Hz)
0.052760,-0.3708,185.73,68.31,13.199,-13.189,0.260,Bearing Inner Race Defect (BPFI 148 Hz)
0.053249,-0.7307,185.03,68.23,14.376,-11.739,-2.756,Bearing Inner Race Defect (BPFI 148 Hz)
0.053737,-0.9379,185.47,68.18,14.982,-9.717,-5.354,Bearing Inner Race Defect (BPFI 148 Hz)
0.054226,-0.6086,185.20,68.20,15.280,-7.241,-7.831,Bearing Inner Race Defect (BPFI 148 Hz)
0.054714,-0.7688,183.31,68.34,14.795,-4.842,-9.985,Bearing Inner Race Defect (BPFI 148 Hz)
0.055203,-0.7075,282.14,68.22,14.006,-1.962,-12.055,Bearing Inner Race Defect (BPFI 148 Hz)
0.055691,3.9860,283.88,68.18,12.557,0.640,-13.589,Bearing Inner Race Defect (BPFI 148 Hz)
0.056180,0.1915,284.12,68.15,10.896,3.721,-14.555,Bearing Inner Race Defect (BPFI 148 Hz)
0.056668,-0.5757,185.02,68.12,9.108,6.113,-14.989,Bearing Inner Race Defect (BPFI 148 Hz)
0.057157,-1.0450,186.01,68.23,6.687,8.606,-15.168,Bearing Inner Race Defect (BPFI 148 Hz)
0.057645,-1.5365,184.68,68.24,3.905,10.807,-14.768,Bearing Inner Race Defect (BPFI 148 Hz)
0.058134,-1.1381,185.84,68.19,1.308,12.499,-13.851,Bearing Inner Race Defect (BPFI 148 Hz)
0.058622,-0.8599,184.78,68.21,-1.669,13.926,-12.381,Bearing Inner Race Defect (BPFI 148 Hz)
0.059111,-1.1884,187.74,68.15,-4.416,14.856,-10.320,Bearing Inner Race Defect (BPFI 148 Hz)
0.059599,-1.4540,185.12,68.22,-6.977,15.280,-8.233,Bearing Inner Race Defect (BPFI 148 Hz)
0.060088,-1.1055,188.51,68.24,-9.349,15.135,-5.780,Bearing Inner Race Defect (BPFI 148 Hz)
0.060576,-1.2488,185.53,68.19,-11.397,14.401,-3.115,Bearing Inner Race Defect (BPFI 148 Hz)
0.061065,-0.8731,184.68,68.30,-12.915,13.279,-0.256,Bearing Inner Race Defect (BPFI 148 Hz)
0.061553,-0.7559,183.65,68.17,-14.228,11.954,2.499,Bearing Inner Race Defect (BPFI 148 Hz)
0.062042,1.6002,281.84,68.23,-14.903,9.844,5.198,Bearing Inner Race Defect (BPFI 148 Hz)
0.062531,2.9835,282.51,68.25,-15.096,7.356,7.886,Bearing Inner Race Defect (BPFI 148 Hz)
0.063019,-1.9007,282.68,68.21,-14.871,4.906,10.168,Bearing Inner Race Defect (BPFI 148 Hz)
0.063508,-0.9023,185.59,68.20,-14.214,2.144,11.778,Bearing Inner Race Defect (BPFI 148 Hz)
0.063996,-0.8769,184.21,68.14,-12.981,-0.628,13.493,Bearing Inner Race Defect (BPFI 148 Hz)
0.064485,-0.8146,185.28,68.28,-11.126,-3.508,14.448,Bearing Inner Race Defect (BPFI 148 Hz)
0.064973,-0.3412,186.92,68.20,-9.076,-6.083,15.075,Bearing Inner Race Defect (BPFI 148 Hz)
0.065462,-0.2576,184.87,68.24,-6.661,-8.312,15.194,Bearing Inner Race Defect (BPFI 148 Hz)
0.065950,-0.4088,188.12,68.25,-4.058,-10.600,14.693,Bearing Inner Race Defect (BPFI 148 Hz)
0.066439,-0.1375,183.24,68.18,-1.046,-12.712,13.790,Bearing Inner Race Defect (BPFI 148 Hz)
0.066927,0.3433,184.77,68.20,1.358,-13.724,12.422,Bearing Inner Race Defect (BPFI 148 Hz)
0.067416,-0.1814,184.19,68.28,4.037,-14.651,10.554,Bearing Inner Race Defect (BPFI 148 Hz)
0.067904,-0.3258,186.40,68.16,6.870,-15.211,8.273,Bearing Inner Race Defect (BPFI 148 Hz)
0.068393,-0.1353,280.64,68.32,9.170,-15.006,5.807,Bearing Inner Race Defect (BPFI 148 Hz)
0.068881,4.6368,281.84,68.18,11.298,-14.555,3.059,Bearing Inner Race Defect (BPFI 148 Hz)
0.069370,2.3283,283.84,68.15,13.003,-13.419,0.342,Bearing Inner Race Defect (BPFI 148 Hz)
0.069858,-2.8662,286.33,68.22,14.313,-11.673,-2.166,Bearing Inner Race Defect (BPFI 148 Hz)
0.070347,0.8357,185.34,68.32,14.794,-9.900,-5.151,Bearing Inner Race Defect (BPFI 148 Hz)
0.070835,0.1538,182.97,68.12,15.144,-7.777,-7.729,Bearing Inner Race Defect (BPFI 148 Hz)
0.071324,0.6169,183.20,68.21,14.984,-5.056,-9.859,Bearing Inner Race Defect (BPFI 148 Hz)
0.071812,1.4270,187.51,68.24,14.253,-2.347,-11.848,Bearing Inner Race Defect (BPFI 148 Hz)
0.072301,1.0540,184.07,68.22,13.152,0.571,-13.403,Bearing Inner Race Defect (BPFI 148 Hz)
0.072789,1.1300,183.59,68.23,11.347,3.227,-14.336,Bearing Inner Race Defect (BPFI 148 Hz)
0.073278,1.2991,187.22,68.18,9.183,5.849,-15.025,Bearing Inner Race Defect (BPFI 148 Hz)
0.073766,1.0466,186.52,68.18,6.727,8.462,-15.227,Bearing Inner Race Defect (BPFI 148 Hz)
0.074255,1.2693,186.91,68.21,4.157,10.553,-14.797,Bearing Inner Race Defect (BPFI 148 Hz)
0.074744,1.2684,183.57,68.16,1.408,12.293,-13.886,Bearing Inner Race Defect (BPFI 148 Hz)
0.075232,3.4041,281.71,68.21,-1.262,13.893,-12.362,Bearing Inner Race Defect (BPFI 148 Hz)
0.075721,5.2858,284.20,68.20,-4.053,14.739,-10.672,Bearing Inner Race Defect (BPFI 148 Hz)
0.076209,0.4933,284.50,68.19,-6.823,15.165,-8.653,Bearing Inner Race Defect (BPFI 148 Hz)
0.076698,-3.5713,284.55,68.23,-9.121,15.115,-6.025,Bearing Inner Race Defect (BPFI 148 Hz)
0.077186,1.0491,187.22,68.12,-11.069,14.412,-3.516,Bearing Inner Race Defect (BPFI 148 Hz)
0.077675,0.7182,182.40,68.20,-12.823,13.396,-0.372,Bearing Inner Race Defect (BPFI 148 Hz)
0.078163,0.7687,186.29,68.33,-14.068,11.925,2.104,Bearing Inner Race Defect (BPFI 148 Hz)
0.078652,0.8438,183.36,68.16,-14.876,9.977,4.901,Bearing Inner Race Defect (BPFI 148 Hz)
0.079140,0.6187,186.28,68.28,-15.037,7.858,7.494,Bearing Inner Race Defect (BPFI 148 Hz)
0.079629,0.6616,184.29,68.22,-14.946,5.225,9.738,Bearing Inner Race Defect (BPFI 148 Hz)
0.080117,0.6734,183.78,68.19,-14.273,2.586,11.705,Bearing Inner Race Defect (BPFI 148 Hz)
0.080606,0.7356,184.09,68.15,-13.109,-0.287,13.347,Bearing Inner Race Defect (BPFI 148 Hz)
0.081094,0.7877,182.83,68.22,-11.335,-2.960,14.579,Bearing Inner Race Defect (BPFI 148 Hz)
0.081583,0.3451,185.06,68.29,-9.563,-5.701,15.136,Bearing Inner Race Defect (BPFI 148 Hz)
0.082071,4.7528,282.84,68.20,-6.980,-8.219,15.330,Bearing Inner Race Defect (BPFI 148 Hz)
0.082560,3.1603,285.18,68.21,-4.390,-10.424,14.688,Bearing Inner Race Defect (BPFI 148 Hz)
0.083048,-2.8000,284.96,68.27,-1.766,-12.368,13.934,Bearing Inner Race Defect (BPFI 148 Hz)
0.083537,0.1116,187.53,68.23,1.072,-13.657,12.558,Bearing Inner Race Defect (BPFI 148 Hz)
0.084025,0.0524,185.55,68.14,4.002,-14.683,10.793,Bearing Inner Race Defect (BPFI 148 Hz)
0.084514,0.1691,185.78,68.22,6.567,-15.203,8.747,Bearing Inner Race Defect (BPFI 148 Hz)
0.085002,0.0790,187.10,68.29,8.956,-15.005,6.148,Bearing Inner Race Defect (BPFI 148 Hz)
0.085491,0.0094,184.06,68.22,11.075,-14.691,3.481,Bearing Inner Race Defect (BPFI 148 Hz)
0.085979,-0.4086,182.77,68.08,12.780,-13.567,0.807,Bearing Inner Race Defect (BPFI 148 Hz)
0.086468,-0.3714,185.30,68.24,14.188,-11.922,-2.217,Bearing Inner Race Defect (BPFI 148 Hz)
0.086957,-0.2611,182.87,68.21,14.894,-10.088,-4.787,Bearing Inner Race Defect (BPFI 148 Hz)
0.087445,-0.8348,188.68,68.13,15.051,-7.876,-7.339,Bearing Inner Race Defect (BPFI 148 Hz)
0.087934,-0.8347,187.18,68.13,15.160,-5.332,-9.733,Bearing Inner Race Defect (BPFI 148 Hz)
0.088422,-0.8210,188.25,68.27,14.328,-2.643,-11.524,Bearing Inner Race Defect (BPFI 148 Hz)
0.088911,3.7746,284.09,68.18,13.042,-0.027,-13.332,Bearing Inner Race Defect (BPFI 148 Hz)
0.089399,-0.6527,284.83,68.17,11.343,2.871,-14.387,Bearing Inner Race Defect (BPFI 148 Hz)
0.089888,-5.4645,283.31,68.22,9.487,5.750,-15.007,Bearing Inner Race Defect (BPFI 148 Hz)
0.090376,-1.4079,186.32,68.19,7.095,8.017,-15.054,Bearing Inner Race Defect (BPFI 148 Hz)
0.090865,-1.0000,183.18,68.22,4.683,10.272,-14.831,Bearing Inner Race Defect (BPFI 148 Hz)
0.091353,-1.3130,181.19,68.21,1.757,12.122,-13.874,Bearing Inner Race Defect (BPFI 148 Hz)
0.091842,-1.4688,183.81,68.16,-1.086,13.627,-12.564,Bearing Inner Race Defect (BPFI 148 Hz)
0.092330,-1.4159,182.82,68.19,-3.673,14.577,-10.860,Bearing Inner Race Defect (BPFI 148 Hz)
0.092819,-1.0129,187.22,68.24,-6.304,15.188,-8.852,Bearing Inner Race Defect (BPFI 148 Hz)
0.093307,-0.7395,187.72,68.22,-8.796,15.151,-6.462,Bearing Inner Race Defect (BPFI 148 Hz)
0.093796,-1.0464,182.90,68.21,-10.864,14.689,-3.669,Bearing Inner Race Defect (BPFI 148 Hz)
0.094284,-0.9707,186.94,68.32,-12.685,13.493,-0.971,Bearing Inner Race Defect (BPFI 148 Hz)
0.094773,-0.6868,186.43,68.26,-13.978,12.090,1.969,Bearing Inner Race Defect (BPFI 148 Hz)
0.095261,-1.3193,182.65,68.26,-14.731,10.218,4.682,Bearing Inner Race Defect (BPFI 148 Hz)
0.095750,2.4420,283.41,68.21,-15.130,8.056,7.164,Bearing Inner Race Defect (BPFI 148 Hz)
0.096238,-3.3672,283.13,68.23,-15.040,5.430,9.398,Bearing Inner Race Defect (BPFI 148 Hz)
0.096727,-4.7027,285.12,68.20,-14.210,2.913,11.575,Bearing Inner Race Defect (BPFI 148 Hz)
0.097215,-0.7840,183.16,68.26,-13.419,0.158,13.042,Bearing Inner Race Defect (BPFI 148 Hz)
0.097704,-0.7847,184.85,68.21,-11.369,-2.844,14.244,Bearing Inner Race Defect (BPFI 148 Hz)
0.098192,-0.4573,183.97,68.23,-9.745,-5.486,14.913,Bearing Inner Race Defect (BPFI 148 Hz)
0.098681,0.0118,185.71,68.23,-7.313,-7.997,15.181,Bearing Inner Race Defect (BPFI 148 Hz)
0.099170,-0.0900,184.67,68.22,-4.686,-9.920,14.981,Bearing Inner Race Defect (BPFI 148 Hz)
0.099658,-0.3343,184.20,68.37,-1.969,-12.120,14.031,Bearing Inner Race Defect (BPFI 148 Hz)
0.100147,-0.4431,184.68,68.19,0.940,-13.395,12.679,Bearing Inner Race Defect (BPFI 148 Hz)
0.100635,-0.4279,188.05,68.19,3.499,-14.717,10.833,Bearing Inner Race Defect (BPFI 148 Hz)
0.101124,0.4221,184.37,68.25,6.274,-15.223,8.932,Bearing Inner Race Defect (BPFI 148 Hz)
0.101612,-0.0460,183.44,68.19,8.622,-15.215,6.389,Bearing Inner Race Defect (BPFI 148 Hz)
0.102101,4.7093,284.88,68.21,10.847,-14.741,3.850,Bearing Inner Race Defect (BPFI 148 Hz)
0.102589,1.4798,283.78,68.17,12.584,-13.697,1.045,Bearing Inner Race Defect (BPFI 148 Hz)
0.103078,-4.1505,281.88,68.25,13.946,-12.293,-1.631,Bearing Inner Race Defect (BPFI 148 Hz)
0.103566,-1.3383,287.35,68.25,14.757,-10.443,-4.467,Bearing Inner Race Defect (BPFI 148 Hz)
0.104055,0.5878,184.47,68.21,15.135,-8.033,-7.044,Bearing Inner Race Defect (BPFI 148 Hz)
0.104543,0.4423,184.43,68.26,15.076,-5.539,-9.337,Bearing Inner Race Defect (BPFI 148 Hz)
0.105032,0.7398,185.24,68.13,14.493,-2.887,-11.206,Bearing Inner Race Defect (BPFI 148 Hz)
0.105520,0.6864,187.60,68.19,13.204,-0.150,-12.972,Bearing Inner Race Defect (BPFI 148 Hz)
0.106009,1.0355,182.48,68.21,11.593,2.594,-14.273,Bearing Inner Race Defect (BPFI 148 Hz)
0.106497,0.8137,185.41,68.16,9.762,5.234,-14.984,Bearing Inner Race Defect (BPFI 148 Hz)
0.106986,0.5401,188.13,68.13,7.390,7.709,-15.251,Bearing Inner Race Defect (BPFI 148 Hz)
0.107474,0.9967,185.19,68.21,4.920,10.097,-14.993,Bearing Inner Race Defect (BPFI 148 Hz)
0.107963,0.7377,183.15,68.26,2.025,11.860,-14.149,Bearing Inner Race Defect (BPFI 148 Hz)
0.108451,1.1439,184.07,68.29,-0.854,13.389,-12.890,Bearing Inner Race Defect (BPFI 148 Hz)
0.108940,4.4472,284.31,68.19,-3.499,14.659,-11.033,Bearing Inner Race Defect (BPFI 148 Hz)
0.109428,-0.9682,286.00,68.26,-6.175,15.297,-9.116,Bearing Inner Race Defect (BPFI 148 Hz)
0.109917,-3.2099,283.49,68.25,-8.553,15.198,-6.481,Bearing Inner Race Defect (BPFI 148 Hz)
0.110405,1.3985,285.24,68.28,-10.766,14.809,-3.921,Bearing Inner Race Defect (BPFI 148 Hz)
0.110894,1.0984,182.85,68.20,-12.424,13.716,-1.241,Bearing Inner Race Defect (BPFI 148 Hz)
0.111383,1.1677,182.83,68.13,-13.900,12.185,1.553,Bearing Inner Race Defect (BPFI 148 Hz)
0.111871,0.6617,184.28,68.23,-14.760,10.541,4.239,Bearing Inner Race Defect (BPFI 148 Hz)
0.112360,0.8806,187.16,68.17,-15.163,8.343,6.920,Bearing Inner Race Defect (BPFI 148 Hz)
0.112848,0.0024,185.10,68.19,-15.050,5.819,9.366,Bearing Inner Race Defect (BPFI 148 Hz)
0.113337,0.8277,185.43,68.21,-14.453,3.118,11.238,Bearing Inner Race Defect (BPFI 148 Hz)
0.113825,0.6153,185.42,68.21,-13.291,0.462,12.824,Bearing Inner Race Defect (BPFI 148 Hz)
0.114314,0.3636,186.66,68.23,-11.863,-2.522,14.277,Bearing Inner Race Defect (BPFI 148 Hz)
0.114802,0.6022,184.08,68.26,-9.686,-5.208,14.989,Bearing Inner Race Defect (BPFI 148 Hz)
0.115291,0.7258,186.03,68.20,-7.560,-7.765,15.088,Bearing Inner Race Defect (BPFI 148 Hz)
0.115779,1.6644,282.75,68.24,-5.122,-9.930,14.856,Bearing Inner Race Defect (BPFI 148 Hz)
0.116268,-3.9282,286.97,68.22,-2.259,-11.985,14.068,Bearing Inner Race Defect (BPFI 148 Hz)
0.116756,-2.6723,282.80,68.27,0.428,-13.481,12.827,Bearing Inner Race Defect (BPFI 148 Hz)
0.117245,2.6173,282.68,68.21,3.353,-14.566,11.177,Bearing Inner Race Defect (BPFI 148 Hz)
0.117733,-0.2235,185.82,68.22,6.169,-15.114,9.113,Bearing Inner Race Defect (BPFI 148 Hz)
0.118222,0.1471,185.12,68.20,8.331,-15.319,6.696,Bearing Inner Race Defect (BPFI 148 Hz)
