time_sec,vibration_accel_g,fbg_strain_microstrain,ir_pyrometer_temp_c,current_phase_u_a,current_phase_v_a,current_phase_w_a,state_label
0.009282,0.8610,126.26,42.48,-5.368,15.085,-9.588,Normal Baseline (ISO Class I/II)
0.009770,0.6001,124.64,42.53,-7.881,15.121,-7.558,Normal Baseline (ISO Class I/II)
0.010259,0.4759,124.70,42.52,-9.872,14.947,-4.841,Normal Baseline (ISO Class I/II)
0.010747,0.6572,125.38,42.52,-12.026,14.091,-1.982,Normal Baseline (ISO Class I/II)
0.011236,0.5425,125.32,42.49,-13.433,12.831,0.743,Normal Baseline (ISO Class I/II)
0.011724,0.5880,123.97,42.47,-14.554,11.085,3.364,Normal Baseline (ISO Class I/II)
0.012213,0.5858,123.46,42.54,-15.296,9.096,5.891,Normal Baseline (ISO Class I/II)
0.012702,0.4987,123.41,42.50,-15.361,6.614,8.541,Normal Baseline (ISO Class I/II)
0.013190,0.6723,123.38,42.49,-14.746,3.952,10.723,Normal Baseline (ISO Class I/II)
0.013679,0.4779,123.45,42.51,-13.619,1.308,12.432,Normal Baseline (ISO Class I/II)
0.014167,0.4118,122.35,42.52,-12.217,-1.568,13.901,Normal Baseline (ISO Class I/II)
0.014656,0.3844,122.43,42.50,-10.360,-4.320,14.834,Normal Baseline (ISO Class I/II)
0.015144,0.1044,122.82,42.53,-8.352,-6.896,15.248,Normal Baseline (ISO Class I/II)
0.015633,0.2950,121.37,42.52,-5.615,-9.297,14.829,Normal Baseline (ISO Class I/II)
0.016121,0.0891,120.86,42.48,-3.200,-11.333,14.307,Normal Baseline (ISO Class I/II)
0.016610,0.1057,118.94,42.49,-0.305,-13.056,13.293,Normal Baseline (ISO Class I/II)
0.017098,-0.1765,117.60,42.52,2.461,-14.296,11.816,Normal Baseline (ISO Class I/II)
0.017587,-0.3070,119.56,42.45,5.150,-15.063,9.845,Normal Baseline (ISO Class I/II)
0.018075,-0.0942,118.72,42.50,7.831,-15.339,7.549,Normal Baseline (ISO Class I/II)
0.018564,-0.2173,117.95,42.47,9.897,-15.010,4.916,Normal Baseline (ISO Class I/II)
0.019052,-0.4386,118.13,42.49,11.765,-14.157,2.206,Normal Baseline (ISO Class I/II)
0.019541,-0.4999,117.48,42.50,13.433,-12.869,-0.625,Normal Baseline (ISO Class I/II)
0.020029,-0.3224,118.04,42.49,14.467,-11.210,-3.248,Normal Baseline (ISO Class I/II)
0.020518,-0.6582,116.85,42.49,15.430,-9.344,-6.076,Normal Baseline (ISO Class I/II)
0.021006,-0.3721,115.85,42.48,15.235,-6.568,-8.357,Normal Baseline (ISO Class I/II)
0.021495,-0.7262,116.93,42.55,14.689,-4.007,-10.593,Normal Baseline (ISO Class I/II)
0.021983,-0.5854,115.69,42.54,13.688,-1.322,-12.431,Normal Baseline (ISO Class I/II)
0.022472,-0.7397,116.04,42.48,12.203,1.619,-13.885,Normal Baseline (ISO Class I/II)
0.022960,-0.6603,115.04,42.53,10.467,4.078,-14.881,Normal Baseline (ISO Class I/II)
0.023449,-0.8242,114.74,42.49,8.402,6.970,-15.236,Normal Baseline (ISO Class I/II)
0.023937,-0.7984,115.20,42.50,6.070,9.062,-15.118,Normal Baseline (ISO Class I/II)
0.024426,-0.7874,115.06,42.50,3.376,11.249,-14.725,Normal Baseline (ISO Class I/II)
0.024915,-0.9194,115.39,42.49,0.513,12.784,-13.421,Normal Baseline (ISO Class I/II)
0.025403,-0.7103,114.79,42.52,-2.333,14.164,-11.769,Normal Baseline (ISO Class I/II)
0.025892,-0.8543,113.58,42.50,-4.986,14.972,-9.864,Normal Baseline (ISO Class I/II)
0.026380,-0.8069,114.78,42.49,-7.608,15.184,-7.693,Normal Baseline (ISO Class I/II)
0.026869,-0.8791,115.89,42.48,-9.672,15.024,-5.104,Normal Baseline (ISO Class I/II)
0.027357,-1.0412,115.18,42.48,-11.817,14.209,-2.456,Normal Baseline (ISO Class I/II)
0.027846,-0.7245,115.42,42.47,-13.362,12.913,0.404,Normal Baseline (ISO Class I/II)
0.028334,-0.3740,116.64,42.50,-14.679,11.236,3.319,Normal Baseline (ISO Class I/II)
0.028823,-0.5257,115.56,42.48,-15.092,9.320,5.931,Normal Baseline (ISO Class I/II)
0.029311,-0.5734,115.20,42.50,-15.094,6.807,8.358,Normal Baseline (ISO Class I/II)
0.029800,-0.5491,116.64,42.53,-14.876,4.364,10.447,Normal Baseline (ISO Class I/II)
0.030288,-0.4569,116.74,42.53,-13.937,1.652,12.407,Normal Baseline (ISO Class I/II)
0.030777,-0.3323,116.74,42.50,-12.406,-1.433,13.582,Normal Baseline (ISO Class I/II)
0.031265,-0.4745,117.78,42.50,-10.834,-3.905,14.679,Normal Baseline (ISO Class I/II)
0.031754,-0.1313,118.74,42.54,-8.420,-6.429,15.219,Normal Baseline (ISO Class I/II)
0.032242,-0.1091,118.77,42.51,-6.130,-9.002,15.178,Normal Baseline (ISO Class I/II)
0.032731,-0.0371,119.48,42.50,-3.462,-11.054,14.604,Normal Baseline (ISO Class I/II)
0.033219,0.0021,121.13,42.47,-0.765,-12.721,13.507,Normal Baseline (ISO Class I/II)
0.033708,0.0249,119.87,42.51,2.177,-14.130,11.943,Normal Baseline (ISO Class I/II)
0.034196,0.1763,120.82,42.52,5.105,-14.884,10.097,Normal Baseline (ISO Class I/II)
0.034685,0.2387,120.64,42.49,7.492,-15.330,7.689,Normal Baseline (ISO Class I/II)
0.035173,0.1960,120.81,42.51,9.632,-14.967,5.178,Normal Baseline (ISO Class I/II)
0.035662,0.2384,121.45,42.49,11.808,-14.206,2.568,Normal Baseline (ISO Class I/II)
0.036150,0.3856,121.95,42.50,13.243,-12.998,-0.208,Normal Baseline (ISO Class I/II)
0.036639,0.6223,123.02,42.45,14.544,-11.295,-3.187,Normal Baseline (ISO Class I/II)
0.037128,0.3472,124.98,42.50,15.131,-9.445,-5.637,Normal Baseline (ISO Class I/II)
0.037616,0.3750,122.87,42.52,14.891,-7.070,-8.091,Normal Baseline (ISO Class I/II)
0.038105,0.6216,123.43,42.49,14.707,-4.240,-10.385,Normal Baseline (ISO Class I/II)
0.038593,0.6535,124.00,42.50,14.022,-1.707,-11.999,Normal Baseline (ISO Class I/II)
0.039082,0.7084,124.61,42.49,12.592,1.123,-13.749,Normal Baseline (ISO Class I/II)
0.039570,0.7514,124.72,42.51,10.699,3.854,-14.698,Normal Baseline (ISO Class I/II)
0.040059,0.7238,125.72,42.50,8.597,6.406,-15.188,Normal Baseline (ISO Class I/II)
0.040547,0.9515,122.89,42.48,6.036,9.058,-15.129,Normal Baseline (ISO Class I/II)
0.041036,0.5963,123.02,42.53,3.573,10.949,-14.617,Normal Baseline (ISO Class I/II)
0.041524,0.6981,124.59,42.52,1.037,12.624,-13.693,Normal Baseline (ISO Class I/II)
0.042013,0.7875,125.88,42.49,-1.897,13.995,-12.118,Normal Baseline (ISO Class I/II)
0.042501,0.5985,123.72,42.51,-4.485,14.669,-10.175,Normal Baseline (ISO Class I/II)
0.042990,0.7637,122.50,42.51,-7.183,15.130,-7.801,Normal Baseline (ISO Class I/II)
0.043478,0.9667,125.25,42.52,-9.490,14.911,-5.195,Normal Baseline (ISO Class I/II)
0.043967,0.7459,124.84,42.47,-11.392,14.374,-2.589,Normal Baseline (ISO Class I/II)
0.044455,0.7410,123.59,42.52,-13.157,13.065,-0.015,Normal Baseline (ISO Class I/II)
0.044944,0.5261,123.44,42.49,-14.372,11.597,2.775,Normal Baseline (ISO Class I/II)
0.045432,0.5616,123.20,42.50,-14.923,9.636,5.515,Normal Baseline (ISO Class I/II)
0.045921,0.5435,123.77,42.56,-15.046,7.240,8.209,Normal Baseline (ISO Class I/II)
0.046409,0.4984,122.85,42.51,-14.891,4.564,10.241,Normal Baseline (ISO Class I/II)
0.046898,0.6339,123.40,42.49,-14.064,1.868,12.006,Normal Baseline (ISO Class I/II)
0.047386,0.4866,120.34,42.46,-12.654,-1.093,13.558,Normal Baseline (ISO Class I/II)
0.047875,0.2223,121.54,42.53,-10.833,-3.716,14.694,Normal Baseline (ISO Class I/II)
0.048363,0.3183,120.90,42.48,-8.714,-6.426,15.203,Normal Baseline (ISO Class I/II)
0.048852,0.2792,121.17,42.48,-6.517,-8.693,15.117,Normal Baseline (ISO Class I/II)
0.049340,0.2850,120.50,42.50,-3.549,-10.631,14.697,Normal Baseline (ISO Class I/II)
0.049829,0.2654,121.11,42.53,-1.043,-12.597,13.398,Normal Baseline (ISO Class I/II)
0.050318,-0.1191,118.53,42.52,1.789,-14.176,12.172,Normal Baseline (ISO Class I/II)
0.050806,-0.1677,119.60,42.50,4.458,-14.871,10.372,Normal Baseline (ISO Class I/II)
0.051295,-0.2938,119.55,42.51,7.397,-15.178,7.980,Normal Baseline (ISO Class I/II)
0.051783,-0.2423,120.15,42.49,9.490,-15.024,5.484,Normal Baseline (ISO Class I/II)
0.052272,-0.2277,117.84,42.51,11.398,-14.439,2.696,Normal Baseline (ISO Class I/II)
0.052760,-0.2324,118.07,42.50,13.199,-13.189,0.260,Normal Baseline (ISO Class I/II)
0.053249,-0.4242,115.96,42.52,14.376,-11.739,-2.756,Normal Baseline (ISO Class I/II)
0.053737,-0.5142,115.11,42.52,14.982,-9.717,-5.354,Normal Baseline (ISO Class I/II)
0.054226,-0.5143,117.35,42.51,15.280,-7.241,-7.831,Normal Baseline (ISO Class I/II)
0.054714,-0.6851,116.34,42.50,14.795,-4.842,-9.985,Normal Baseline (ISO Class I/II)
0.055203,-0.3815,116.99,42.52,14.006,-1.962,-12.055,Normal Baseline (ISO Class I/II)
0.055691,-0.8673,114.69,42.50,12.557,0.640,-13.589,Normal Baseline (ISO Class I/II)
0.056180,-0.6887,115.97,42.48,10.896,3.721,-14.555,Normal Baseline (ISO Class I/II)
0.056668,-0.4986,116.86,42.49,9.108,6.113,-14.989,Normal Baseline (ISO Class I/II)
0.057157,-0.7650,115.55,42.50,6.687,8.606,-15.168,Normal Baseline (ISO Class I/II)
0.057645,-0.8065,115.32,42.52,3.905,10.807,-14.768,Normal Baseline (ISO Class I/II)
0.058134,-0.8380,115.04,42.50,1.308,12.499,-13.851,Normal Baseline (ISO Class I/II)
0.058622,-0.8215,113.74,42.48,-1.669,13.926,-12.381,Normal Baseline (ISO Class I/II)
0.059111,-0.6332,116.10,42.50,-4.416,14.856,-10.320,Normal Baseline (ISO Class I/II)
0.059599,-1.0547,114.58,42.51,-6.977,15.280,-8.233,Normal Baseline (ISO Class I/II)
0.060088,-0.5901,115.57,42.51,-9.349,15.135,-5.780,Normal Baseline (ISO Class I/II)
0.060576,-0.9233,114.05,42.52,-11.397,14.401,-3.115,Normal Baseline (ISO Class I/II)
0.061065,-0.7564,114.53,42.52,-12.915,13.279,-0.256,Normal Baseline (ISO Class I/II)
0.061553,-0.7419,116.83,42.49,-14.228,11.954,2.499,Normal Baseline (ISO Class I/II)
0.062042,-0.5800,115.66,42.49,-14.903,9.844,5.198,Normal Baseline (ISO Class I/II)
0.062531,-0.7971,117.38,42.48,-15.096,7.356,7.886,Normal Baseline (ISO Class I/II)
0.063019,-0.4996,116.47,42.52,-14.871,4.906,10.168,Normal Baseline (ISO Class I/II)
0.063508,-0.2572,115.40,42.53,-14.214,2.144,11.778,Normal Baseline (ISO Class I/II)
0.063996,-0.6045,117.96,42.50,-12.981,-0.628,13.493,Normal Baseline (ISO Class I/II)
0.064485,-0.3554,117.16,42.50,-11.126,-3.508,14.448,Normal Baseline (ISO Class I/II)
0.064973,-0.3916,118.61,42.53,-9.076,-6.083,15.075,Normal Baseline (ISO Class I/II)
0.065462,-0.1925,118.50,42.51,-6.661,-8.312,15.194,Normal Baseline (ISO Class I/II)
0.065950,-0.1707,117.68,42.51,-4.058,-10.600,14.693,Normal Baseline (ISO Class I/II)
0.066439,-0.1779,119.50,42.48,-1.046,-12.712,13.790,Normal Baseline (ISO Class I/II)
0.066927,0.0306,121.58,42.52,1.358,-13.724,12.422,Normal Baseline (ISO Class I/II)
0.067416,0.2617,120.68,42.48,4.037,-14.651,10.554,Normal Baseline (ISO Class I/II)
0.067904,0.0950,120.69,42.48,6.870,-15.211,8.273,Normal Baseline (ISO Class I/II)
0.068393,0.2761,122.05,42.50,9.170,-15.006,5.807,Normal Baseline (ISO Class I/II)
0.068881,0.1047,121.79,42.49,11.298,-14.555,3.059,Normal Baseline (ISO Class I/II)
0.069370,0.2132,122.22,42.50,13.003,-13.419,0.342,Normal Baseline (ISO Class I/II)
0.069858,0.4499,121.58,42.47,14.313,-11.673,-2.166,Normal Baseline (ISO Class I/II)
0.070347,0.6333,123.03,42.52,14.794,-9.900,-5.151,Normal Baseline (ISO Class I/II)
0.070835,0.5561,124.04,42.53,15.144,-7.777,-7.729,Normal Baseline (ISO Class I/II)
0.071324,0.5297,122.88,42.46,14.984,-5.056,-9.859,Normal Baseline (ISO Class I/II)
0.071812,0.6164,124.99,42.52,14.253,-2.347,-11.848,Normal Baseline (ISO Class I/II)
0.072301,0.5104,124.05,42.49,13.152,0.571,-13.403,Normal Baseline (ISO Class I/II)
0.072789,0.7715,123.66,42.52,11.347,3.227,-14.336,Normal Baseline (ISO Class I/II)
0.073278,0.8374,125.37,42.50,9.183,5.849,-15.025,Normal Baseline (ISO Class I/II)
0.073766,0.7038,124.51,42.50,6.727,8.462,-15.227,Normal Baseline (ISO Class I/II)
0.074255,0.7218,125.47,42.50,4.157,10.553,-14.797,Normal Baseline (ISO Class I/II)
0.074744,0.8238,124.72,42.53,1.408,12.293,-13.886,Normal Baseline (ISO Class I/II)
0.075232,0.7466,124.95,42.48,-1.262,13.893,-12.362,Normal Baseline (ISO Class I/II)
0.075721,0.7914,125.39,42.52,-4.053,14.739,-10.672,Normal Baseline (ISO Class I/II)
0.076209,1.0450,125.19,42.53,-6.823,15.165,-8.653,Normal Baseline (ISO Class I/II)
0.076698,0.7504,123.28,42.52,-9.121,15.115,-6.025,Normal Baseline (ISO Class I/II)
0.077186,0.7176,123.86,42.55,-11.069,14.412,-3.516,Normal Baseline (ISO Class I/II)
0.077675,0.6571,125.34,42.49,-12.823,13.396,-0.372,Normal Baseline (ISO Class I/II)
0.078163,0.7921,124.29,42.52,-14.068,11.925,2.104,Normal Baseline (ISO Class I/II)
0.078652,0.6432,123.74,42.50,-14.876,9.977,4.901,Normal Baseline (ISO Class I/II)
0.079140,0.5437,122.80,42.53,-15.037,7.858,7.494,Normal Baseline (ISO Class I/II)
0.079629,0.7315,122.72,42.50,-14.946,5.225,9.738,Normal Baseline (ISO Class I/II)
0.080117,0.6899,121.63,42.50,-14.273,2.586,11.705,Normal Baseline (ISO Class I/II)
0.080606,0.3898,122.81,42.53,-13.109,-0.287,13.347,Normal Baseline (ISO Class I/II)
0.081094,0.1763,122.02,42.49,-11.335,-2.960,14.579,Normal Baseline (ISO Class I/II)
0.081583,0.4562,121.32,42.48,-9.563,-5.701,15.136,Normal Baseline (ISO Class I/II)
0.082071,0.1854,121.62,42.49,-6.980,-8.219,15.330,Normal Baseline (ISO Class I/II)
0.082560,0.2924,121.53,42.52,-4.390,-10.424,14.688,Normal Baseline (ISO Class I/II)
0.083048,-0.1105,122.46,42.53,-1.766,-12.368,13.934,Normal Baseline (ISO Class I/II)
0.083537,0.1604,119.12,42.51,1.072,-13.657,12.558,Normal Baseline (ISO Class I/II)
0.084025,-0.1652,120.80,42.53,4.002,-14.683,10.793,Normal Baseline (ISO Class I/II)
0.084514,-0.0052,120.20,42.48,6.567,-15.203,8.747,Normal Baseline (ISO Class I/II)
0.085002,-0.1633,118.35,42.50,8.956,-15.005,6.148,Normal Baseline (ISO Class I/II)
0.085491,-0.3503,118.69,42.50,11.075,-14.691,3.481,Normal Baseline (ISO Class I/II)
0.085979,-0.3535,117.73,42.50,12.780,-13.567,0.807,Normal Baseline (ISO Class I/II)
0.086468,-0.2886,117.83,42.51,14.188,-11.922,-2.217,Normal Baseline (ISO Class I/II)
0.086957,-0.4215,118.49,42.52,14.894,-10.088,-4.787,Normal Baseline (ISO Class I/II)
0.087445,-0.4236,117.40,42.50,15.051,-7.876,-7.339,Normal Baseline (ISO Class I/II)
0.087934,-0.3120,116.97,42.51,15.160,-5.332,-9.733,Normal Baseline (ISO Class I/II)
0.088422,-0.7877,115.91,42.50,14.328,-2.643,-11.524,Normal Baseline (ISO Class I/II)
0.088911,-0.4518,114.78,42.49,13.042,-0.027,-13.332,Normal Baseline (ISO Class I/II)
0.089399,-0.6737,115.54,42.50,11.343,2.871,-14.387,Normal Baseline (ISO Class I/II)
0.089888,-0.8288,116.46,42.50,9.487,5.750,-15.007,Normal Baseline (ISO Class I/II)
0.090376,-0.9092,114.09,42.50,7.095,8.017,-15.054,Normal Baseline (ISO Class I/II)
0.090865,-0.7947,114.33,42.51,4.683,10.272,-14.831,Normal Baseline (ISO Class I/II)
0.091353,-0.6773,115.18,42.51,1.757,12.122,-13.874,Normal Baseline (ISO Class I/II)
0.091842,-0.8126,114.23,42.50,-1.086,13.627,-12.564,Normal Baseline (ISO Class I/II)
0.092330,-0.6186,114.37,42.53,-3.673,14.577,-10.860,Normal Baseline (ISO Class I/II)
0.092819,-0.9701,114.69,42.48,-6.304,15.188,-8.852,Normal Baseline (ISO Class I/II)
0.093307,-0.7868,114.00,42.49,-8.796,15.151,-6.462,Normal Baseline (ISO Class I/II)
0.093796,-0.9184,114.42,42.56,-10.864,14.689,-3.669,Normal Baseline (ISO Class I/II)
0.094284,-0.7008,115.91,42.48,-12.685,13.493,-0.971,Normal Baseline (ISO Class I/II)
0.094773,-0.6081,114.49,42.48,-13.978,12.090,1.969,Normal Baseline (ISO Class I/II)
0.095261,-0.7292,114.48,42.52,-14.731,10.218,4.682,Normal Baseline (ISO Class I/II)
0.095750,-0.9497,115.51,42.46,-15.130,8.056,7.164,Normal Baseline (ISO Class I/II)
0.096238,-0.5665,116.90,42.50,-15.040,5.430,9.398,Normal Baseline (ISO Class I/II)
0.096727,-0.4861,116.48,42.55,-14.210,2.913,11.575,Normal Baseline (ISO Class I/II)
0.097215,-0.4337,116.61,42.47,-13.419,0.158,13.042,Normal Baseline (ISO Class I/II)
0.097704,-0.2736,117.40,42.47,-11.369,-2.844,14.244,Normal Baseline (ISO Class I/II)
0.098192,-0.4866,116.37,42.47,-9.745,-5.486,14.913,Normal Baseline (ISO Class I/II)
0.098681,-0.2096,118.58,42.52,-7.313,-7.997,15.181,Normal Baseline (ISO Class I/II)
0.099170,-0.0789,118.92,42.53,-4.686,-9.920,14.981,Normal Baseline (ISO Class I/II)
0.099658,-0.3643,118.73,42.49,-1.969,-12.120,14.031,Normal Baseline (ISO Class I/II)
0.100147,-0.0401,120.31,42.52,0.940,-13.395,12.679,Normal Baseline (ISO Class I/II)
0.100635,-0.0659,119.06,42.53,3.499,-14.717,10.833,Normal Baseline (ISO Class I/II)
0.101124,0.0579,121.33,42.54,6.274,-15.223,8.932,Normal Baseline (ISO Class I/II)
0.101612,0.1819,121.00,42.50,8.622,-15.215,6.389,Normal Baseline (ISO Class I/II)
0.102101,0.1531,121.05,42.46,10.847,-14.741,3.850,Normal Baseline (ISO Class I/II)
0.102589,0.2001,121.74,42.49,12.584,-13.697,1.045,Normal Baseline (ISO Class I/II)
0.103078,0.3525,122.09,42.50,13.946,-12.293,-1.631,Normal Baseline (ISO Class I/II)
0.103566,0.2823,123.56,42.50,14.757,-10.443,-4.467,Normal Baseline (ISO Class I/II)
0.104055,0.3433,122.10,42.50,15.135,-8.033,-7.044,Normal Baseline (ISO Class I/II)
0.104543,0.6120,122.71,42.53,15.076,-5.539,-9.337,Normal Baseline (ISO Class I/II)
0.105032,0.4451,124.47,42.53,14.493,-2.887,-11.206,Normal Baseline (ISO Class I/II)
0.105520,0.7106,123.46,42.50,13.204,-0.150,-12.972,Normal Baseline (ISO Class I/II)
0.106009,0.7284,124.93,42.53,11.593,2.594,-14.273,Normal Baseline (ISO Class I/II)
0.106497,0.5025,125.79,42.51,9.762,5.234,-14.984,Normal Baseline (ISO Class I/II)
0.106986,0.6591,124.31,42.51,7.390,7.709,-15.251,Normal Baseline (ISO Class I/II)
0.107474,0.9083,125.33,42.52,4.920,10.097,-14.993,Normal Baseline (ISO Class I/II)
0.107963,0.6654,123.97,42.51,2.025,11.860,-14.149,Normal Baseline (ISO Class I/II)
0.108451,0.7391,125.57,42.55,-0.854,13.389,-12.890,Normal Baseline (ISO Class I/II)
0.108940,0.8552,125.16,42.48,-3.499,14.659,-11.033,Normal Baseline (ISO Class I/II)
0.109428,0.8921,125.37,42.50,-6.175,15.297,-9.116,Normal Baseline (ISO Class I/II)
0.109917,0.7595,124.42,42.50,-8.553,15.198,-6.481,Normal Baseline (ISO Class I/II)
0.110405,0.7031,123.51,42.51,-10.766,14.809,-3.921,Normal Baseline (ISO Class I/II)
0.110894,0.9240,125.11,42.53,-12.424,13.716,-1.241,Normal Baseline (ISO Class I/II)
0.111383,0.9342,122.88,42.51,-13.900,12.185,1.553,Normal Baseline (ISO Class I/II)
0.111871,0.8092,124.07,42.48,-14.760,10.541,4.239,Normal Baseline (ISO Class I/II)
0.112360,0.6624,124.83,42.52,-15.163,8.343,6.920,Normal Baseline (ISO Class I/II)
0.112848,0.5101,123.95,42.52,-15.050,5.819,9.366,Normal Baseline (ISO Class I/II)
0.113337,0.4573,125.04,42.47,-14.453,3.118,11.238,Normal Baseline (ISO Class I/II)
0.113825,0.5649,123.96,42.51,-13.291,0.462,12.824,Normal Baseline (ISO Class I/II)
0.114314,0.4934,122.25,42.47,-11.863,-2.522,14.277,Normal Baseline (ISO Class I/II)
0.114802,0.5487,122.40,42.49,-9.686,-5.208,14.989,Normal Baseline (ISO Class I/II)
0.115291,0.3927,121.93,42.49,-7.560,-7.765,15.088,Normal Baseline (ISO Class I/II)
0.115779,0.0658,120.27,42.52,-5.122,-9.930,14.856,Normal Baseline (ISO Class I/II)
0.116268,0.3018,120.35,42.51,-2.259,-11.985,14.068,Normal Baseline (ISO Class I/II)
0.116756,-0.0162,120.20,42.48,0.428,-13.481,12.827,Normal Baseline (ISO Class I/II)
0.117245,-0.0154,118.56,42.52,3.353,-14.566,11.177,Normal Baseline (ISO Class I/II)
0.117733,-0.0124,119.77,42.48,6.169,-15.114,9.113,Normal Baseline (ISO Class I/II)
0.118222,0.1242,119.08,42.51,8.331,-15.319,6.696,Normal Baseline (ISO Class I/II)
0.118710,0.1861,117.49,42.49,10.619,-14.731,4.077,Normal Baseline (ISO Class I/II)
0.119199,-0.1845,118.71,42.50,12.229,-13.685,1.383,Normal Baseline (ISO Class I/II)
0.119687,-0.3474,118.54,42.52,13.849,-12.400,-1.373,Normal Baseline (ISO Class I/II)
0.120176,-0.3267,117.74,42.52,14.647,-10.443,-4.170,Normal Baseline (ISO Class I/II)
0.120664,-0.3465,116.91,42.53,15.107,-8.289,-6.631,Normal Baseline (ISO Class I/II)
0.121153,-0.5498,117.28,42.50,14.980,-5.885,-9.076,Normal Baseline (ISO Class I/II)
0.121641,-0.3500,117.01,42.51,14.573,-3.294,-11.358,Normal Baseline (ISO Class I/II)
0.122130,-0.5871,116.40,42.50,13.521,-0.526,-12.839,Normal Baseline (ISO Class I/II)
0.122618,-0.5992,115.22,42.51,11.888,2.339,-14.088,Normal Baseline (ISO Class I/II)
0.123107,-0.6177,115.86,42.51,9.863,4.937,-14.970,Normal Baseline (ISO Class I/II)
0.123596,-0.6799,116.39,42.50,7.836,7.334,-15.349,Normal Baseline (ISO Class I/II)
0.124084,-0.6565,114.79,42.47,5.070,9.863,-14.958,Normal Baseline (ISO Class I/II)
0.124573,-0.8517,116.82,42.51,2.223,11.661,-14.213,Normal Baseline (ISO Class I/II)
0.125061,-0.8585,114.63,42.51,-0.304,13.239,-13.097,Normal Baseline (ISO Class I/II)
0.125550,-0.9308,115.03,42.49,-3.237,14.445,-11.464,Normal Baseline (ISO Class I/II)
0.126038,-0.7467,114.47,42.48,-5.699,15.058,-9.278,Normal Baseline (ISO Class I/II)
0.126527,-0.6999,115.22,42.54,-8.311,15.038,-6.930,Normal Baseline (ISO Class I/II)
0.127015,-0.7257,113.73,42.52,-10.408,14.795,-4.352,Normal Baseline (ISO Class I/II)
0.127504,-0.5605,114.80,42.50,-12.169,13.974,-1.576,Normal Baseline (ISO Class I/II)
0.127992,-0.7365,114.53,42.48,-13.855,12.394,1.117,Normal Baseline (ISO Class I/II)
0.128481,-0.6239,115.71,42.49,-14.751,10.841,3.937,Normal Baseline (ISO Class I/II)
0.128969,-0.7975,116.63,42.53,-15.165,8.402,6.653,Normal Baseline (ISO Class I/II)
0.129458,-0.6697,116.62,42.51,-14.955,6.324,8.961,Normal Baseline (ISO Class I/II)
0.129946,-0.4914,114.51,42.50,-14.614,3.420,10.920,Normal Baseline (ISO Class I/II)
0.130435,-0.4197,118.37,42.52,-13.555,0.706,12.757,Normal Baseline (ISO Class I/II)
0.130923,-0.4993,117.34,42.49,-11.939,-2.290,13.981,Normal Baseline (ISO Class I/II)
0.131412,-0.4112,116.86,42.54,-10.130,-4.828,14.921,Normal Baseline (ISO Class I/II)
0.131900,-0.5199,118.01,42.53,-7.803,-7.357,15.230,Normal Baseline (ISO Class I/II)
0.132389,-0.3129,118.45,42.50,-5.454,-9.697,14.821,Normal Baseline (ISO Class I/II)
0.132877,-0.0933,118.22,42.49,-2.378,-11.726,14.345,Normal Baseline (ISO Class I/II)
0.133366,-0.0596,119.35,42.45,0.052,-13.351,12.958,Normal Baseline (ISO Class I/II)
0.133854,0.0041,119.16,42.48,2.935,-14.281,11.583,Normal Baseline (ISO Class I/II)
0.134343,0.0232,119.78,42.48,5.643,-15.042,9.393,Normal Baseline (ISO Class I/II)
0.134831,0.0910,120.01,42.51,8.327,-15.033,6.927,Normal Baseline (ISO Class I/II)
